id,categoria,valor,quantidade,data,regiao,status
4720,B,118.83805923522041,41,2023-01-04 06:40:00,Norte,Ativo
4721,C,92.77958964795427,19,2023-01-04 06:41:00,Sul,Inativo
4722,B,116.14780821307806,76,2023-01-04 06:42:00,Norte,Ativo
4723,E,97.06086449125608,77,2023-01-04 06:43:00,Sul,Inativo
4724,A,49.451012598846525,2,2023-01-04 06:44:00,Oeste,Ativo
4725,D,98.96969330591054,20,2023-01-04 06:45:00,Oeste,Ativo
4726,A,96.48857581631914,95,2023-01-04 06:46:00,Leste,Ativo
4727,D,102.05991199523362,9,2023-01-04 06:47:00,Sul,Ativo
4728,E,105.06370870281184,21,2023-01-04 06:48:00,Oeste,Ativo
4729,E,86.3215694930105,8,2023-01-04 06:49:00,Oeste,Inativo
4730,A,129.4262995551989,39,2023-01-04 06:50:00,Sul,Ativo
4731,D,98.67676892388835,37,2023-01-04 06:51:00,Leste,Inativo
4732,E,96.00672651627168,29,2023-01-04 06:52:00,Norte,Ativo
4733,B,114.89059216602806,83,2023-01-04 06:53:00,Oeste,Ativo
4734,B,100.37079890578069,35,2023-01-04 06:54:00,Oeste,Inativo
4735,D,151.31683318488797,38,2023-01-04 06:55:00,Norte,Inativo
4736,A,95.80184417784078,90,2023-01-04 06:56:00,Oeste,Ativo
4737,E,107.03630901827793,75,2023-01-04 06:57:00,Norte,Ativo
4738,A,85.01694690265877,35,2023-01-04 06:58:00,Norte,Ativo
4739,B,117.41071086076505,68,2023-01-04 06:59:00,Leste,Ativo
4740,E,106.17436788387681,3,2023-01-04 07:00:00,Norte,Ativo
4741,A,93.22063898353328,12,2023-01-04 07:01:00,Norte,Pendente
4742,C,82.55123802796645,32,2023-01-04 07:02:00,Norte,Ativo
4743,D,73.81155400797351,47,2023-01-04 07:03:00,Norte,Ativo
4744,D,108.37429117751589,63,2023-01-04 07:04:00,Oeste,Ativo
4745,C,72.26241058945945,26,2023-01-04 07:05:00,Norte,Ativo
4746,B,126.16948338400326,43,2023-01-04 07:06:00,Oeste,Inativo
4747,E,74.74309500463269,77,2023-01-04 07:07:00,Sul,Ativo
4748,D,96.43250160783454,44,2023-01-04 07:08:00,Sul,Ativo
4749,C,82.36917455852334,38,2023-01-04 07:09:00,Norte,Ativo
4750,C,100.65372468877153,29,2023-01-04 07:10:00,Leste,Ativo
4751,B,100.53014358750609,55,2023-01-04 07:11:00,Leste,Ativo
4752,B,108.8960599603915,52,2023-01-04 07:12:00,Oeste,Pendente
4753,A,69.47442012330019,19,2023-01-04 07:13:00,Oeste,Ativo
4754,D,84.72594681642086,35,2023-01-04 07:14:00,Sul,Inativo
4755,A,119.41094902304397,48,2023-01-04 07:15:00,Oeste,Ativo
4756,C,113.17103204008022,91,2023-01-04 07:16:00,Leste,Pendente
4757,E,50.01034943447296,60,2023-01-04 07:17:00,Sul,Ativo
4758,E,107.54459173189692,31,2023-01-04 07:18:00,Norte,Ativo
4759,B,79.35070048063795,3,2023-01-04 07:19:00,Oeste,Ativo
4760,E,88.16354246589428,35,2023-01-04 07:20:00,Norte,Ativo
4761,E,95.45344825371328,88,2023-01-04 07:21:00,Oeste,Ativo
4762,E,131.14780315299333,52,2023-01-04 07:22:00,Leste,Inativo
4763,C,79.14605181633428,71,2023-01-04 07:23:00,Oeste,Ativo
4764,E,71.92213297199692,51,2023-01-04 07:24:00,Leste,Ativo
4765,E,109.00637653561448,56,2023-01-04 07:25:00,Leste,Ativo
4766,E,99.43964755332,99,2023-01-04 07:26:00,Norte,Ativo
4767,A,124.14006477505097,21,2023-01-04 07:27:00,Oeste,Pendente
4768,C,92.94332188297285,1,2023-01-04 07:28:00,Norte,Ativo
4769,B,124.21634518383996,53,2023-01-04 07:29:00,Leste,Ativo
4770,A,100.32537195436556,6,2023-01-04 07:30:00,Leste,Ativo
4771,D,110.5823021712744,98,2023-01-04 07:31:00,Leste,Ativo
4772,C,132.47886974032537,82,2023-01-04 07:32:00,Leste,Ativo
4773,C,96.65504190521654,62,2023-01-04 07:33:00,Sul,Ativo
4774,D,120.89332471350814,89,2023-01-04 07:34:00,Leste,Inativo
4775,D,87.72802856523984,79,2023-01-04 07:35:00,Oeste,Inativo
4776,D,104.55077907792483,47,2023-01-04 07:36:00,Leste,Inativo
4777,B,71.10681656633417,96,2023-01-04 07:37:00,Sul,Pendente
4778,E,89.91360062041538,50,2023-01-04 07:38:00,Oeste,Ativo
4779,C,78.8392948228371,82,2023-01-04 07:39:00,Sul,Ativo
4780,E,124.41505206509476,31,2023-01-04 07:40:00,Sul,Ativo
4781,E,134.7759672190174,64,2023-01-04 07:41:00,Oeste,Ativo
4782,D,92.90596111336119,29,2023-01-04 07:42:00,Sul,Ativo
4783,B,84.53923635197819,15,2023-01-04 07:43:00,Leste,Ativo
4784,A,73.7211100658006,58,2023-01-04 07:44:00,Norte,Ativo
4785,B,105.29082752204134,23,2023-01-04 07:45:00,Norte,Ativo
4786,E,87.95427290663179,38,2023-01-04 07:46:00,Norte,Ativo
4787,B,89.02567317303465,41,2023-01-04 07:47:00,Oeste,Ativo
4788,D,132.5917723486387,75,2023-01-04 07:48:00,Oeste,Inativo
4789,A,94.07202696907636,15,2023-01-04 07:49:00,Oeste,Pendente
4790,D,111.7329914067734,87,2023-01-04 07:50:00,Norte,Ativo
4791,A,101.05922179829224,3,2023-01-04 07:51:00,Norte,Inativo
4792,E,72.89589185319133,83,2023-01-04 07:52:00,Oeste,Ativo
4793,A,63.10239254323789,1,2023-01-04 07:53:00,Norte,Ativo
4794,A,109.75044117391356,88,2023-01-04 07:54:00,Sul,Ativo
4795,A,134.08221041733609,75,2023-01-04 07:55:00,Sul,Ativo
4796,B,106.29975070841002,94,2023-01-04 07:56:00,Norte,Ativo
4797,B,112.48180366368271,11,2023-01-04 07:57:00,Oeste,Ativo
4798,E,81.90587388829039,60,2023-01-04 07:58:00,Leste,Inativo
4799,A,120.29788684126018,65,2023-01-04 07:59:00,Leste,Pendente
4800,C,120.05008909764078,76,2023-01-04 08:00:00,Norte,Ativo
4801,E,86.07603055391642,4,2023-01-04 08:01:00,Leste,Ativo
4802,A,110.90817547666255,25,2023-01-04 08:02:00,Oeste,Ativo
4803,A,64.67164298654066,72,2023-01-04 08:03:00,Sul,Inativo
4804,B,114.47823933517974,79,2023-01-04 08:04:00,Sul,Ativo
4805,E,88.55164828439908,43,2023-01-04 08:05:00,Oeste,Ativo
4806,A,75.45741726179959,94,2023-01-04 08:06:00,Leste,Inativo
4807,A,108.05279913984008,40,2023-01-04 08:07:00,Norte,Ativo
4808,E,64.5654006976871,96,2023-01-04 08:08:00,Sul,Ativo
4809,C,106.84827161536647,99,2023-01-04 08:09:00,Leste,Pendente
4810,E,77.35441740910207,85,2023-01-04 08:10:00,Leste,Ativo
4811,E,73.0744775353628,95,2023-01-04 08:11:00,Sul,Ativo
4812,C,101.19705922759368,91,2023-01-04 08:12:00,Sul,Ativo
4813,E,96.54897484970265,44,2023-01-04 08:13:00,Norte,Ativo
4814,A,129.13578902181013,72,2023-01-04 08:14:00,Oeste,Pendente
4815,E,74.30397499754761,59,2023-01-04 08:15:00,Leste,Ativo
4816,C,127.50108982329418,23,2023-01-04 08:16:00,Norte,Inativo
4817,D,77.24710791461446,62,2023-01-04 08:17:00,Sul,Ativo
4818,E,118.38884832850081,23,2023-01-04 08:18:00,Oeste,Ativo
4819,B,122.12185045706748,58,2023-01-04 08:19:00,Oeste,Ativo
4820,A,106.42917571781851,55,2023-01-04 08:20:00,Leste,Pendente
4821,A,84.18092238923171,33,2023-01-04 08:21:00,Oeste,Ativo
4822,B,69.54091056087104,77,2023-01-04 08:22:00,Sul,Ativo
4823,B,60.9644703280964,63,2023-01-04 08:23:00,Sul,Ativo
4824,E,137.0458190814177,60,2023-01-04 08:24:00,Sul,Inativo
4825,B,94.0629021253606,99,2023-01-04 08:25:00,Norte,Pendente
4826,D,77.9066490454497,61,2023-01-04 08:26:00,Sul,Ativo
4827,C,77.1367878791984,80,2023-01-04 08:27:00,Norte,Ativo
4828,B,103.3572478721352,76,2023-01-04 08:28:00,Sul,Ativo
4829,B,92.10295792791817,61,2023-01-04 08:29:00,Sul,Ativo
4830,D,61.61414842286064,95,2023-01-04 08:30:00,Oeste,Ativo
4831,A,117.29081338926899,69,2023-01-04 08:31:00,Leste,Ativo
4832,A,106.6996711099585,89,2023-01-04 08:32:00,Sul,Inativo
4833,E,136.79821998337766,21,2023-01-04 08:33:00,Oeste,Ativo
4834,D,122.81582895109078,3,2023-01-04 08:34:00,Oeste,Ativo
4835,C,38.03705690958439,48,2023-01-04 08:35:00,Leste,Inativo
4836,C,128.33947947675125,10,2023-01-04 08:36:00,Oeste,Pendente
4837,D,124.14982498549074,87,2023-01-04 08:37:00,Oeste,Ativo
4838,C,85.27254495288,81,2023-01-04 08:38:00,Leste,Ativo
4839,A,91.34848485753841,42,2023-01-04 08:39:00,Norte,Ativo
4840,C,108.23450214482483,99,2023-01-04 08:40:00,Leste,Ativo
4841,C,79.71569982406344,89,2023-01-04 08:41:00,Leste,Ativo
4842,D,95.14542263574339,66,2023-01-04 08:42:00,Sul,Pendente
4843,D,120.00074891651826,91,2023-01-04 08:43:00,Sul,Ativo
4844,C,110.3545581738016,46,2023-01-04 08:44:00,Norte,Inativo
4845,B,86.66430472076522,9,2023-01-04 08:45:00,Leste,Ativo
4846,D,120.4552111328245,49,2023-01-04 08:46:00,Leste,Ativo
4847,E,106.05790525085862,4,2023-01-04 08:47:00,Norte,Ativo
4848,E,105.37410905893748,60,2023-01-04 08:48:00,Sul,Inativo
4849,A,89.70135274037592,90,2023-01-04 08:49:00,Leste,Ativo
4850,C,99.86922912662276,96,2023-01-04 08:50:00,Norte,Ativo
4851,B,84.51817036760454,29,2023-01-04 08:51:00,Sul,Ativo
4852,A,61.188968305927006,86,2023-01-04 08:52:00,Oeste,Ativo
4853,C,94.40415668602031,47,2023-01-04 08:53:00,Norte,Ativo
4854,D,97.55695507810402,77,2023-01-04 08:54:00,Norte,Ativo
4855,E,102.74577558975331,87,2023-01-04 08:55:00,Leste,Ativo
4856,B,124.2430919673699,63,2023-01-04 08:56:00,Oeste,Ativo
4857,E,86.9543031054658,31,2023-01-04 08:57:00,Sul,Ativo
4858,D,92.6449599297056,51,2023-01-04 08:58:00,Oeste,Pendente
4859,C,115.32355195242437,41,2023-01-04 08:59:00,Leste,Ativo
4860,D,84.94955770836309,36,2023-01-04 09:00:00,Leste,Pendente
4861,D,103.07499057616957,40,2023-01-04 09:01:00,Sul,Ativo
4862,E,91.83435972871288,95,2023-01-04 09:02:00,Sul,Ativo
4863,B,95.12751234577148,60,2023-01-04 09:03:00,Sul,Ativo
4864,D,115.16289778421354,15,2023-01-04 09:04:00,Leste,Ativo
4865,E,92.53093888039119,78,2023-01-04 09:05:00,Sul,Ativo
4866,B,115.81488014479669,99,2023-01-04 09:06:00,Sul,Ativo
4867,C,60.95133783589684,88,2023-01-04 09:07:00,Sul,Ativo
4868,C,71.40770652161078,30,2023-01-04 09:08:00,Norte,Ativo
4869,A,53.63599818502302,30,2023-01-04 09:09:00,Sul,Ativo
4870,E,76.68458765666067,27,2023-01-04 09:10:00,Leste,Ativo
4871,B,137.13687325698345,40,2023-01-04 09:11:00,Norte,Ativo
4872,D,99.64928182633095,78,2023-01-04 09:12:00,Leste,Ativo
4873,C,85.57394499085086,45,2023-01-04 09:13:00,Oeste,Ativo
4874,B,115.65613649984847,75,2023-01-04 09:14:00,Norte,Ativo
4875,E,118.48022114514345,47,2023-01-04 09:15:00,Sul,Ativo
4876,A,75.58304371874948,90,2023-01-04 09:16:00,Norte,Ativo
4877,C,149.96400235948227,56,2023-01-04 09:17:00,Leste,Ativo
4878,B,105.52661686002111,54,2023-01-04 09:18:00,Norte,Ativo
4879,B,108.04703976908682,85,2023-01-04 09:19:00,Oeste,Ativo
4880,B,109.94466302715723,9,2023-01-04 09:20:00,Sul,Inativo
4881,E,109.90275740091946,65,2023-01-04 09:21:00,Sul,Ativo
4882,E,87.57053190571044,70,2023-01-04 09:22:00,Oeste,Ativo
4883,E,142.25038581925605,1,2023-01-04 09:23:00,Leste,Ativo
4884,D,94.29623106512682,86,2023-01-04 09:24:00,Norte,Pendente
4885,B,119.15035555286653,13,2023-01-04 09:25:00,Leste,Pendente
4886,C,90.50130755557504,38,2023-01-04 09:26:00,Leste,Ativo
4887,E,86.95466993793372,45,2023-01-04 09:27:00,Leste,Ativo
4888,E,138.0372922650198,40,2023-01-04 09:28:00,Sul,Ativo
4889,B,97.83257926762319,95,2023-01-04 09:29:00,Norte,Ativo
4890,E,99.3178559802091,15,2023-01-04 09:30:00,Sul,Ativo
4891,D,105.6723441101002,50,2023-01-04 09:31:00,Sul,Ativo
4892,D,152.03540942641604,2,2023-01-04 09:32:00,Sul,Ativo
4893,E,143.37522335842854,53,2023-01-04 09:33:00,Norte,Inativo
4894,B,125.67565216651546,95,2023-01-04 09:34:00,Oeste,Inativo
4895,B,157.072451654809,26,2023-01-04 09:35:00,Sul,Ativo
4896,B,81.10846560158183,66,2023-01-04 09:36:00,Sul,Inativo
4897,A,113.11767981382779,75,2023-01-04 09:37:00,Sul,Ativo
4898,E,101.51645861960877,33,2023-01-04 09:38:00,Norte,Ativo
4899,B,64.61824535928287,82,2023-01-04 09:39:00,Norte,Ativo
4900,D,109.2619386132755,85,2023-01-04 09:40:00,Leste,Pendente
4901,C,90.18347040171902,59,2023-01-04 09:41:00,Sul,Ativo
4902,C,130.6700168196062,95,2023-01-04 09:42:00,Sul,Inativo
4903,B,92.09956271123264,26,2023-01-04 09:43:00,Norte,Ativo
4904,C,90.96216061554314,94,2023-01-04 09:44:00,Norte,Inativo
4905,C,130.6613765170261,21,2023-01-04 09:45:00,Sul,Inativo
4906,A,98.69092043155658,49,2023-01-04 09:46:00,Oeste,Inativo
4907,D,123.25755387494311,80,2023-01-04 09:47:00,Leste,Pendente
4908,D,108.48718879846598,71,2023-01-04 09:48:00,Leste,Ativo
4909,A,108.75542922606945,86,2023-01-04 09:49:00,Sul,Ativo
4910,A,95.11905254239187,71,2023-01-04 09:50:00,Leste,Ativo
4911,C,110.04420091414016,66,2023-01-04 09:51:00,Leste,Ativo
4912,E,97.37016376021549,37,2023-01-04 09:52:00,Sul,Inativo
4913,C,83.92393104687262,14,2023-01-04 09:53:00,Leste,Ativo
4914,A,97.91491369367091,72,2023-01-04 09:54:00,Norte,Inativo
4915,D,125.75661577350115,93,2023-01-04 09:55:00,Sul,Inativo
4916,C,110.72018451182733,7,2023-01-04 09:56:00,Norte,Ativo
4917,E,115.36881462653533,38,2023-01-04 09:57:00,Sul,Ativo
4918,C,100.02934742884221,45,2023-01-04 09:58:00,Norte,Ativo
4919,B,61.24419687637009,22,2023-01-04 09:59:00,Leste,Inativo
4920,C,75.57143003161848,44,2023-01-04 10:00:00,Oeste,Ativo
4921,A,94.21988892912265,81,2023-01-04 10:01:00,Norte,Ativo
4922,D,77.29875308965424,80,2023-01-04 10:02:00,Norte,Ativo
4923,D,89.51284874818455,97,2023-01-04 10:03:00,Oeste,Ativo
4924,A,88.78890860571596,35,2023-01-04 10:04:00,Oeste,Ativo
4925,B,89.39182519744868,60,2023-01-04 10:05:00,Norte,Inativo
4926,A,128.74339710608223,96,2023-01-04 10:06:00,Norte,Ativo
4927,C,98.9404345014094,3,2023-01-04 10:07:00,Norte,Ativo
4928,A,118.6934031620107,67,2023-01-04 10:08:00,Sul,Ativo
4929,A,103.27889889116052,72,2023-01-04 10:09:00,Norte,Ativo
4930,B,128.31493215320225,95,2023-01-04 10:10:00,Norte,Ativo
4931,C,120.41959210295252,55,2023-01-04 10:11:00,Oeste,Ativo
4932,E,88.16968260658865,9,2023-01-04 10:12:00,Oeste,Ativo
4933,E,139.2325894659636,69,2023-01-04 10:13:00,Sul,Ativo
4934,D,90.90955185963168,28,2023-01-04 10:14:00,Sul,Ativo
4935,A,104.00001331663321,15,2023-01-04 10:15:00,Leste,Ativo
4936,D,107.54053666060655,91,2023-01-04 10:16:00,Norte,Ativo
4937,B,109.76729520428995,31,2023-01-04 10:17:00,Norte,Pendente
4938,E,115.9235978995247,59,2023-01-04 10:18:00,Oeste,Ativo
4939,A,84.86431162504618,82,2023-01-04 10:19:00,Leste,Ativo
4940,B,114.24670533626734,54,2023-01-04 10:20:00,Norte,Pendente
4941,B,111.62291114017346,68,2023-01-04 10:21:00,Leste,Ativo
4942,A,100.00944069578169,85,2023-01-04 10:22:00,Sul,Ativo
4943,B,96.20512992091878,47,2023-01-04 10:23:00,Norte,Ativo
4944,A,83.83796708948583,42,2023-01-04 10:24:00,Norte,Ativo
4945,A,109.60702324248905,23,2023-01-04 10:25:00,Sul,Ativo
4946,C,86.79060960083407,86,2023-01-04 10:26:00,Norte,Inativo
4947,D,104.75761540399296,65,2023-01-04 10:27:00,Sul,Ativo
4948,B,97.9734195436382,89,2023-01-04 10:28:00,Sul,Ativo
4949,B,73.3167848850155,54,2023-01-04 10:29:00,Leste,Ativo
4950,C,81.33122972254014,92,2023-01-04 10:30:00,Oeste,Inativo
4951,C,108.09551715547067,11,2023-01-04 10:31:00,Oeste,Ativo
4952,C,89.51363772061184,63,2023-01-04 10:32:00,Sul,Pendente
4953,E,88.83159663024934,22,2023-01-04 10:33:00,Leste,Ativo
4954,E,84.72105195511296,54,2023-01-04 10:34:00,Sul,Ativo
4955,E,85.39976954271027,89,2023-01-04 10:35:00,Leste,Ativo
4956,A,132.85333035712696,85,2023-01-04 10:36:00,Leste,Inativo
4957,B,77.60121725990766,36,2023-01-04 10:37:00,Oeste,Ativo
4958,D,129.45806491330356,58,2023-01-04 10:38:00,Oeste,Inativo
4959,A,93.38537558403442,20,2023-01-04 10:39:00,Leste,Ativo
4960,B,86.92491014844248,16,2023-01-04 10:40:00,Oeste,Pendente
4961,B,107.67647127662539,92,2023-01-04 10:41:00,Leste,Inativo
4962,C,101.06081568540894,56,2023-01-04 10:42:00,Norte,Ativo
4963,C,96.05000098262671,93,2023-01-04 10:43:00,Sul,Inativo
4964,A,104.39767260986942,50,2023-01-04 10:44:00,Oeste,Pendente
4965,C,100.74396393872536,90,2023-01-04 10:45:00,Sul,Ativo
4966,B,95.68804497320319,66,2023-01-04 10:46:00,Oeste,Pendente
4967,C,118.7134875850148,74,2023-01-04 10:47:00,Sul,Ativo
4968,E,71.06046568977679,13,2023-01-04 10:48:00,Sul,Inativo
4969,C,81.70670353671173,15,2023-01-04 10:49:00,Oeste,Ativo
4970,B,84.2356966539617,73,2023-01-04 10:50:00,Oeste,Ativo
4971,A,78.84126675982182,27,2023-01-04 10:51:00,Oeste,Inativo
4972,D,101.71853218664813,8,2023-01-04 10:52:00,Oeste,Ativo
4973,C,110.10839118148984,70,2023-01-04 10:53:00,Leste,Ativo
4974,B,60.74939010958157,50,2023-01-04 10:54:00,Oeste,Ativo
4975,D,90.51893853928388,88,2023-01-04 10:55:00,Oeste,Pendente
4976,D,93.56672838901767,67,2023-01-04 10:56:00,Oeste,Ativo
4977,E,94.2828808768514,26,2023-01-04 10:57:00,Norte,Ativo
4978,D,74.29824060266948,36,2023-01-04 10:58:00,Sul,Ativo
4979,B,93.7335825434474,21,2023-01-04 10:59:00,Oeste,Ativo
4980,B,81.7775421625979,77,2023-01-04 11:00:00,Oeste,Ativo
4981,C,93.3124578659736,52,2023-01-04 11:01:00,Sul,Ativo
4982,C,65.60744962668929,11,2023-01-04 11:02:00,Sul,Ativo
4983,C,93.44881153262041,8,2023-01-04 11:03:00,Leste,Pendente
4984,D,85.61932808075014,57,2023-01-04 11:04:00,Sul,Pendente
4985,D,94.75037904506223,46,2023-01-04 11:05:00,Sul,Inativo
4986,E,106.01585420628949,78,2023-01-04 11:06:00,Norte,Inativo
4987,C,99.10529879169559,97,2023-01-04 11:07:00,Leste,Ativo
4988,A,115.86790403551115,2,2023-01-04 11:08:00,Norte,Ativo
4989,E,92.78467173607315,64,2023-01-04 11:09:00,Sul,Inativo
4990,A,112.37769635730186,52,2023-01-04 11:10:00,Oeste,Ativo
4991,D,122.49974212760328,65,2023-01-04 11:11:00,Leste,Ativo
4992,E,105.47519410927907,11,2023-01-04 11:12:00,Sul,Ativo
4993,E,99.58404338935577,6,2023-01-04 11:13:00,Sul,Ativo
4994,B,108.28724168357577,96,2023-01-04 11:14:00,Oeste,Ativo
4995,D,106.18167234908914,79,2023-01-04 11:15:00,Oeste,Ativo
4996,D,120.02486016186516,76,2023-01-04 11:16:00,Oeste,Pendente
4997,E,115.87598919019732,64,2023-01-04 11:17:00,Leste,Ativo
4998,D,116.11654420849547,93,2023-01-04 11:18:00,Norte,Ativo
4999,E,100.8805191512362,55,2023-01-04 11:19:00,Leste,Ativo
5000,B,106.82453265384969,44,2023-01-04 11:20:00,Oeste,Inativo
5001,E,106.45052526511935,86,2023-01-04 11:21:00,Leste,Ativo
5002,D,75.8524119578459,14,2023-01-04 11:22:00,Oeste,Ativo
5003,D,121.37832036850625,83,2023-01-04 11:23:00,Norte,Ativo
5004,E,66.61418940111062,5,2023-01-04 11:24:00,Leste,Ativo
5005,E,114.24373315254074,99,2023-01-04 11:25:00,Norte,Ativo
5006,E,105.33992193715416,25,2023-01-04 11:26:00,Norte,Ativo
5007,C,94.31423544461589,50,2023-01-04 11:27:00,Oeste,Ativo
5008,D,107.82380317652502,73,2023-01-04 11:28:00,Leste,Ativo
5009,D,108.37138652458896,71,2023-01-04 11:29:00,Leste,Ativo
5010,C,73.84400186493848,82,2023-01-04 11:30:00,Norte,Ativo
5011,E,128.3225256416301,2,2023-01-04 11:31:00,Oeste,Ativo
5012,B,101.44276107703334,10,2023-01-04 11:32:00,Norte,Inativo
5013,E,146.2946460908184,2,2023-01-04 11:33:00,Norte,Pendente
5014,E,115.79542057273413,60,2023-01-04 11:34:00,Norte,Ativo
5015,C,100.98794693830767,45,2023-01-04 11:35:00,Norte,Ativo
5016,D,86.19921428014764,8,2023-01-04 11:36:00,Leste,Pendente
5017,E,97.78320925614543,58,2023-01-04 11:37:00,Sul,Inativo
5018,D,102.9966145716533,7,2023-01-04 11:38:00,Leste,Inativo
5019,A,129.30860308655443,99,2023-01-04 11:39:00,Oeste,Ativo
5020,D,124.53319668621059,87,2023-01-04 11:40:00,Sul,Ativo
5021,B,109.02976964949893,72,2023-01-04 11:41:00,Norte,Pendente
5022,B,135.38382338473326,21,2023-01-04 11:42:00,Leste,Ativo
5023,E,59.67637740798896,97,2023-01-04 11:43:00,Sul,Ativo
5024,D,109.25574773056616,47,2023-01-04 11:44:00,Norte,Inativo
5025,E,125.1130383704087,1,2023-01-04 11:45:00,Leste,Inativo
5026,C,110.94875542831102,12,2023-01-04 11:46:00,Sul,Pendente
5027,B,73.34384042353003,75,2023-01-04 11:47:00,Leste,Ativo
5028,E,127.78886267035588,48,2023-01-04 11:48:00,Sul,Ativo
5029,C,115.22697126746868,94,2023-01-04 11:49:00,Oeste,Ativo
5030,E,106.8602392042692,4,2023-01-04 11:50:00,Leste,Inativo
5031,D,101.76715982312145,34,2023-01-04 11:51:00,Leste,Ativo
5032,D,139.8740413629751,87,2023-01-04 11:52:00,Sul,Ativo
5033,D,108.89035087465903,32,2023-01-04 11:53:00,Oeste,Inativo
5034,D,95.16160682525673,3,2023-01-04 11:54:00,Leste,Ativo
5035,A,83.77242998208881,92,2023-01-04 11:55:00,Oeste,Inativo
5036,C,115.15058278417229,68,2023-01-04 11:56:00,Oeste,Ativo
5037,C,119.72466790551202,57,2023-01-04 11:57:00,Leste,Ativo
5038,D,101.1303110896738,76,2023-01-04 11:58:00,Norte,Ativo
5039,A,88.84443040307846,24,2023-01-04 11:59:00,Sul,Ativo
5040,D,126.601131964241,33,2023-01-04 12:00:00,Leste,Ativo
5041,A,82.25169164606335,3,2023-01-04 12:01:00,Oeste,Ativo
5042,D,139.3889076266396,4,2023-01-04 12:02:00,Sul,Ativo
5043,B,85.30932363303937,30,2023-01-04 12:03:00,Leste,Ativo
5044,B,74.43403972302664,70,2023-01-04 12:04:00,Sul,Ativo
5045,E,76.99266605273267,49,2023-01-04 12:05:00,Sul,Inativo
5046,D,77.80558343413531,30,2023-01-04 12:06:00,Oeste,Pendente
5047,C,95.26807791926305,72,2023-01-04 12:07:00,Norte,Ativo
5048,E,90.63654968798313,82,2023-01-04 12:08:00,Norte,Ativo
5049,B,120.49279649661432,16,2023-01-04 12:09:00,Sul,Inativo
5050,D,117.64149630578962,53,2023-01-04 12:10:00,Oeste,Ativo
5051,E,95.5297788196862,6,2023-01-04 12:11:00,Oeste,Pendente
5052,D,162.06768811529741,24,2023-01-04 12:12:00,Leste,Ativo
5053,B,95.26477866430014,92,2023-01-04 12:13:00,Sul,Ativo
5054,E,97.92967289874271,96,2023-01-04 12:14:00,Leste,Pendente
5055,B,74.4516410373523,89,2023-01-04 12:15:00,Oeste,Ativo
5056,A,98.3891935075006,28,2023-01-04 12:16:00,Sul,Ativo
5057,B,105.948013827822,21,2023-01-04 12:17:00,Norte,Ativo
5058,D,76.31558212212377,8,2023-01-04 12:18:00,Norte,Ativo
5059,C,90.0261715038061,36,2023-01-04 12:19:00,Leste,Inativo
5060,B,106.54021459951225,9,2023-01-04 12:20:00,Sul,Ativo
5061,C,89.5032904179846,40,2023-01-04 12:21:00,Oeste,Ativo
5062,A,85.31681655258109,85,2023-01-04 12:22:00,Leste,Inativo
5063,E,115.64266028407886,51,2023-01-04 12:23:00,Norte,Ativo
5064,E,74.35772377733872,1,2023-01-04 12:24:00,Oeste,Ativo
5065,C,78.24155242812688,63,2023-01-04 12:25:00,Sul,Ativo
5066,E,103.54758681168559,68,2023-01-04 12:26:00,Norte,Inativo
5067,B,116.92318525480567,74,2023-01-04 12:27:00,Oeste,Ativo
5068,C,106.1104793245324,26,2023-01-04 12:28:00,Norte,Inativo
5069,D,95.5222548928758,40,2023-01-04 12:29:00,Sul,Ativo
5070,B,93.89222761591816,3,2023-01-04 12:30:00,Leste,Ativo
5071,B,120.20883765653073,9,2023-01-04 12:31:00,Oeste,Inativo
5072,B,117.18002865941365,32,2023-01-04 12:32:00,Oeste,Ativo
5073,D,100.9969850368581,67,2023-01-04 12:33:00,Sul,Ativo
5074,A,94.44762601726964,4,2023-01-04 12:34:00,Norte,Pendente
5075,E,100.70544385290607,6,2023-01-04 12:35:00,Norte,Ativo
5076,C,85.4560510281385,73,2023-01-04 12:36:00,Norte,Inativo
5077,A,96.99648697210199,26,2023-01-04 12:37:00,Oeste,Ativo
5078,C,90.2092665601887,2,2023-01-04 12:38:00,Oeste,Ativo
5079,E,97.9831036324308,66,2023-01-04 12:39:00,Norte,Ativo
5080,D,90.92631460678197,85,2023-01-04 12:40:00,Oeste,Pendente
5081,B,110.47903747875999,86,2023-01-04 12:41:00,Leste,Ativo
5082,B,116.36810799698871,3,2023-01-04 12:42:00,Sul,Ativo
5083,D,92.40568359570624,35,2023-01-04 12:43:00,Sul,Ativo
5084,A,83.76240662266538,59,2023-01-04 12:44:00,Oeste,Inativo
5085,A,114.23243468368345,38,2023-01-04 12:45:00,Leste,Pendente
5086,C,103.69517625576883,33,2023-01-04 12:46:00,Leste,Inativo
5087,D,92.66527842965955,15,2023-01-04 12:47:00,Norte,Inativo
5088,A,127.51103826726414,75,2023-01-04 12:48:00,Sul,Ativo
5089,D,88.69931479067013,74,2023-01-04 12:49:00,Sul,Inativo
5090,E,60.141273686396474,14,2023-01-04 12:50:00,Sul,Ativo
5091,B,85.84081258736003,66,2023-01-04 12:51:00,Oeste,Inativo
5092,B,132.36756953782626,45,2023-01-04 12:52:00,Leste,Ativo
5093,B,93.64592537866385,48,2023-01-04 12:53:00,Norte,Ativo
5094,D,89.69121417128085,44,2023-01-04 12:54:00,Oeste,Ativo
